asset,target,phase,use_twitter,mse,mae,accuracy,f1
tesla,change_volatility,phase4,True,66.69556446428332,4.039439805597067,0.4,0.34782608695652173
tesla,change_volatility,full,True,43.7685501602129,3.208284156151996,0.5143603133159269,0.5181347150259067
sp500,change_stockprice,phase1,True,0.6412411002928415,0.4883960515746258,0.48717948717948717,0.5774647887323944
sp500,change_stockprice,phase2,True,2.5269068807526116,1.268431730942021,0.5,0.5520833333333334
sp500,change_stockprice,phase3,True,2.8675342855236075,1.0160156160769662,0.5632183908045977,0.5476190476190477
sp500,change_stockprice,phase4,True,7.893155066808751,1.819561796411872,0.44,0.46153846153846156
sp500,change_stockprice,full,True,1.2159910823361753,0.7212529273317062,0.4490861618798956,0.29900332225913623
sp500,change_volume,phase1,True,283.7680538887116,10.476407701300824,0.5384615384615384,0.425531914893617
sp500,change_volume,phase2,True,241.95015279506967,10.527914388625081,0.5232558139534884,0.6019417475728155
sp500,change_volume,phase4,True,797.0813810761947,16.52573815345764,0.68,0.5
sp500,change_volume,full,True,335.53523588897053,12.205768493843063,0.5091383812010444,0.656934306569343
sp500,change_volatility,phase1,True,57.179752805336,3.4794937305423055,0.5042735042735043,0.43137254901960786
sp500,change_volatility,phase2,True,14.844399156893234,2.717233731406998,0.5813953488372093,0.6571428571428571
sp500,change_volatility,phase3,True,50.96371732987997,3.6896625407382673,0.5517241379310345,0.6829268292682927
sp500,change_volatility,phase4,True,107.57281757751868,4.821356120798737,0.76,0.8636363636363636
sp500,change_volatility,full,True,26.58562980500901,2.8681764238016734,0.5639686684073107,0.4377104377104377
nasdaq,change_stockprice,phase1,True,0.7959829943751648,0.5987251842878043,0.5641025641025641,0.6792452830188679
nasdaq,change_stockprice,phase2,True,4.181669268974141,1.6586882478258367,0.5174418604651163,0.41134751773049644
nasdaq,change_stockprice,phase3,True,5.032493038708063,1.4604808874428272,0.40229885057471265,0.5517241379310345
nasdaq,change_stockprice,phase4,True,12.014099821284017,2.240181019976735,0.72,0.72
nasdaq,change_stockprice,full,True,2.002641009450204,0.9615300456542211,0.5248041775456919,0.6255144032921811
nasdaq,change_volume,phase1,True,300.40210520690493,11.001389598139586,0.5042735042735043,0.5396825396825397
nasdaq,change_volume,phase2,True,191.18354854013768,9.457253619075514,0.5697674418604651,0.6063829787234043
nasdaq,change_volume,phase3,True,289.50560728608247,12.848633582136411,0.5057471264367817,0.29508196721311475
nasdaq,change_volume,phase4,True,301.74913251756834,13.720184683799744,0.44,0.6111111111111112
nasdaq,change_volume,full,True,223.74221094854076,11.243437789711255,0.5404699738903395,0.6378600823045267
nasdaq,change_volatility,phase1,True,47.063788082124624,3.283220037487614,0.5811965811965812,0.7262569832402235
nasdaq,change_volatility,phase2,True,10.943716444986526,2.380029184345784,0.5755813953488372,0.6054054054054054
nasdaq,change_volatility,phase3,True,42.66809340614787,3.2793321341567876,0.5747126436781609,0.7218045112781954
nasdaq,change_volatility,phase4,True,95.11619356162332,4.368550262153149,0.68,0.8
nasdaq,change_volatility,full,True,23.019759288950485,2.9666309411398575,0.5613577023498695,0.6164383561643836
bitcoin,change_stockprice,phase1,True,43.75361460061033,4.881681663581194,0.5555555555555556,0.6176470588235294
bitcoin,change_stockprice,phase2,True,14.666070530762957,2.7418098772089485,0.46511627906976744,0.5740740740740741
bitcoin,change_stockprice,phase3,True,8.520760840039134,2.2665582227724035,0.5517241379310345,0.6829268292682927
bitcoin,change_stockprice,phase4,True,9.89098310544723,2.384629552513361,0.6,0.6428571428571429
bitcoin,change_stockprice,full,True,9.328583077593516,2.2996390522907513,0.5169712793733682,0.6137787056367432
bitcoin,change_volume,phase1,True,917.4325690587534,23.75642673397421,0.5726495726495726,0.7282608695652174
bitcoin,change_volume,phase2,True,948.6061017115683,23.012434871239197,0.563953488372093,0.6511627906976745
bitcoin,change_volume,phase3,True,2418.6112070219438,33.22112684996649,0.6781609195402298,0.6744186046511628
bitcoin,change_volume,phase4,True,1726.2550630863627,33.30493181705475,0.56,0.56
bitcoin,change_volume,full,True,2535.283261111347,31.571685002810337,0.6788511749347258,0.7331887201735358
bitcoin,change_volatility,phase1,True,16.607097376176107,2.7523436176665528,0.5213675213675214,0.6818181818181818
bitcoin,change_volatility,phase2,True,38.96218972603669,3.2335237698307324,0.4883720930232558,0.639344262295082
bitcoin,change_volatility,phase3,True,24.474451300345212,3.2910436570922705,0.47126436781609193,0.3783783783783784
bitcoin,change_volatility,phase4,True,21.849862989416497,3.0454950590804217,0.48,0.3157894736842105
bitcoin,change_volatility,full,True,31.588284730971658,3.2870453798183843,0.5430809399477807,0.6391752577319587
