date,sp500_stockprice,sp500_volume,sp500_volatility
2016-07-10,2129.89990234375,3607500000.0,0.0105394499390313
2016-07-11,2137.159912109375,3253340000.0,0.0105502519984025
2016-07-12,2152.139892578125,4097820000.0,0.0105930251904328
2016-07-13,2152.429931640625,3502320000.0,0.0105882460887632
2016-07-14,2163.75,3465610000.0,0.0106183398011643
2016-07-15,2161.739990234375,3122600000.0,0.0106183315807806
2016-07-16,2161.739990234375,3122600000.0,0.0106183315807806
2016-07-17,2161.739990234375,3122600000.0,0.0106183315807806
2016-07-18,2166.889892578125,3009310000.0,0.0105970022694461
2016-07-19,2163.780029296875,2968340000.0,0.0105811322794063
2016-07-20,2173.02001953125,3211860000.0,0.0105993006891798
2016-07-21,2165.169921875,3438900000.0,0.010621563243678
2016-07-22,2175.030029296875,3023280000.0,0.0106335772795442
2016-07-23,2175.030029296875,3023280000.0,0.0106335772795442
2016-07-24,2175.030029296875,3023280000.0,0.0106335772795442
2016-07-25,2168.47998046875,3057240000.0,0.0104888944084111
2016-07-26,2169.179931640625,3442350000.0,0.0103434604031017
2016-07-27,2166.580078125,3995500000.0,0.0103375971457628
2016-07-28,2170.06005859375,3664240000.0,0.0103190590478656
2016-07-29,2173.60009765625,4038840000.0,0.010314779830039
2016-07-30,2173.60009765625,4038840000.0,0.010314779830039
2016-07-31,2173.60009765625,4038840000.0,0.010314779830039
2016-08-01,2170.840087890625,3505990000.0,0.0102894370341661
2016-08-02,2157.030029296875,3848750000.0,0.010356867241679
2016-08-03,2163.7900390625,3786530000.0,0.0103593201463157
2016-08-04,2164.25,3709200000.0,0.0103473573071877
2016-08-05,2182.8701171875,3663070000.0,0.0101929962916635
2016-08-06,2182.8701171875,3663070000.0,0.0101929962916635
2016-08-07,2182.8701171875,3663070000.0,0.0101929962916635
2016-08-08,2180.889892578125,3327550000.0,0.0073255824105628
2016-08-09,2181.739990234375,3334300000.0,0.006233071052436
2016-08-10,2175.489990234375,3254950000.0,0.005660116490094
2016-08-11,2185.7900390625,3423160000.0,0.0049650898462912
2016-08-12,2184.050048828125,3000660000.0,0.0044668877019181
2016-08-13,2184.050048828125,3000660000.0,0.0044668877019181
2016-08-14,2184.050048828125,3000660000.0,0.0044668877019181
2016-08-15,2190.14990234375,3078530000.0,0.0044735645269069
2016-08-16,2178.14990234375,3196400000.0,0.0043925978000581
2016-08-17,2182.219970703125,3388910000.0,0.0043305521878008
2016-08-18,2187.02001953125,3300570000.0,0.0043140737007927
2016-08-19,2183.8701171875,3084800000.0,0.0034713588837505
2016-08-20,2183.8701171875,3084800000.0,0.0034713588837505
2016-08-21,2183.8701171875,3084800000.0,0.0034713588837505
2016-08-22,2182.639892578125,2777550000.0,0.0034455885485624
2016-08-23,2186.89990234375,3041490000.0,0.0032458326560846
2016-08-24,2175.43994140625,3148280000.0,0.0034134748577033
