date,target_sp500_change_volatility_next
2016-11-25,-0.5207386361007149
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,2.0684023533344087
2016-11-29,-0.8688726419668336
2016-11-30,-0.6133990441611781
2016-12-01,0.8640742461167861
2016-12-02,-0.2218793533592222
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,1.1762763400467335
2016-12-06,-0.4124930669125781
2016-12-07,5.611420206301943
2016-12-08,-0.4722631683130363
2016-12-09,-0.2471337996746592
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,-0.7338905109137706
2016-12-13,0.6714072856991216
2016-12-14,1.1705280764252368
2016-12-15,-3.45831439981541
2016-12-16,-1.4531320371954817
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,-0.8996147907187169
2016-12-20,-21.31731157834481
2016-12-21,1.3502243352847776
2016-12-22,-6.026158040226126
2016-12-23,-0.017267277059374
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,-0.7071043498961926
2016-12-28,8.160440555418536
2016-12-29,-2.92781771495525
2016-12-30,2.0367651822478017
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,3.256791907509116
2017-01-04,0.5508311630341822
2017-01-05,-2.592009768734272
2017-01-06,0.3634836127180518
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,1.5873229094202523
2017-01-10,-0.6155083990133758
2017-01-11,-2.681058334018138
2017-01-12,0.7918835530161372
2017-01-13,-1.028527260953338
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,-0.38386940284727
2017-01-18,-0.0200454873504063
2017-01-19,-0.086464856892876
2017-01-20,-0.0178764501211459
2017-01-21,0.0
2017-01-22,0.0
2017-01-23,-12.34542174344564
2017-01-24,3.5330308173697533
2017-01-25,2.56199800722523
2017-01-26,-0.1127688448801511
2017-01-27,-3.3009597494768506
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,-3.195357060297599
2017-01-31,-1.1846317477129276
2017-02-01,-0.4497009111128047
2017-02-02,-0.3013767795704281
2017-02-03,3.978754909360616
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,-0.1876358452667426
2017-02-07,-0.5380257091720742
2017-02-08,-0.0589652952964314
2017-02-09,2.484170269878549
2017-02-10,-7.80193421819293
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,1.7915179695069172
2017-02-14,-3.1830592154153514
2017-02-15,-4.522108550573356
2017-02-16,-2.099067121153675
2017-02-17,-0.4637659426469653
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,2.4314404047873994
2017-02-22,-2.3868480000008963
2017-02-23,-0.1329187320159408
2017-02-24,-0.3010779171373601
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,-1.722288303074393
2017-02-28,2.171422898284403
2017-03-01,15.868807555418684
2017-03-02,5.741526461442459
2017-03-03,-2.454526821823821
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,1.987810828698433
2017-03-07,0.1784202024950776
2017-03-08,-1.300243556481684
2017-03-09,-4.654951849395461
2017-03-10,0.205754279502579
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,-0.3484093382789655
2017-03-14,-3.3095491376639363
2017-03-15,4.765389933772601
2017-03-16,0.8438915821251669
2017-03-17,0.6785143715670738
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,-2.5504014410598685
2017-03-21,16.42310930634565
2017-03-22,0.0740971131918621
2017-03-23,0.2557994533484153
2017-03-24,-1.8473920498085603
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,-0.6042757641445684
2017-03-28,1.850312015668276
2017-03-29,-0.97968021176168
2017-03-30,-1.19039292027302
2017-03-31,0.4057574643644868
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0784317568658821
2017-04-04,-2.915420926753143
2017-04-05,0.6581194175814487
2017-04-06,0.3254821043849887
2017-04-07,-0.178175724717855
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,-0.0565873028471108
2017-04-11,-0.3559833984797977
2017-04-12,-17.073331041402295
2017-04-13,1.3170750113004948
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,9.495057537202523
2017-04-18,-0.1961111290075923
2017-04-19,-0.4499283537719001
2017-04-20,5.56452664692626
2017-04-21,0.6623348507280413
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,9.161418038487737
2017-04-25,2.6221890978825657
2017-04-26,-0.911134231121058
2017-04-27,-4.945312057467888
2017-04-28,0.083654824587831
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0574201612674629
2017-05-02,-0.3111762618133951
2017-05-03,-14.23042084284164
2017-05-04,-0.1819882253363713
2017-05-05,0.9520965674685966
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,-0.2223658775627579
2017-05-09,0.0022126107078968
2017-05-10,-4.73664246075095
2017-05-11,0.8203448240079458
2017-05-12,-0.3447796169786965
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,1.3478555151407612
