date,nasdaq_stockprice,nasdaq_volume,nasdaq_volatility
2015-11-14,4927.8798828125,2001050000.0,0.0094649812171798
2015-11-15,4927.8798828125,2001050000.0,0.0094649812171798
2015-11-16,4984.6201171875,1819190000.0,0.0092865272790936
2015-11-17,4986.02001953125,1861710000.0,0.0091570137627973
2015-11-18,5075.2001953125,2017390000.0,0.0095310881816681
2015-11-19,5073.64013671875,1794110000.0,0.0095303693200511
2015-11-20,5104.919921875,1766630000.0,0.0095550287323006
2015-11-21,5104.919921875,1766630000.0,0.0095550287323006
2015-11-22,5104.919921875,1766630000.0,0.0095550287323006
2015-11-23,5102.47998046875,1668280000.0,0.0095644127026389
2015-11-24,5102.81005859375,1956920000.0,0.009364400889036
2015-11-25,5116.14013671875,1539300000.0,0.0093181425471303
2015-11-26,5116.14013671875,1539300000.0,0.0093181425471303
2015-11-27,5127.52001953125,781730000.0,0.0088258250829085
2015-11-28,5127.52001953125,781730000.0,0.0088258250829085
2015-11-29,5127.52001953125,781730000.0,0.0088258250829085
2015-11-30,5108.669921875,2244550000.0,0.0088738521352983
2015-12-01,5156.31005859375,2035570000.0,0.0089787843844389
2015-12-02,5123.22021484375,2060340000.0,0.009019150029039
2015-12-03,5037.52978515625,2088100000.0,0.0094646726778975
2015-12-04,5142.27001953125,1897490000.0,0.0097224433410143
2015-12-05,5142.27001953125,1897490000.0,0.0097224433410143
2015-12-06,5142.27001953125,1897490000.0,0.0097224433410143
2015-12-07,5101.81005859375,1952690000.0,0.0090160771126932
2015-12-08,5098.240234375,1871450000.0,0.009018528021652
2015-12-09,5022.8701171875,2003450000.0,0.0094410437742614
2015-12-10,5045.169921875,1746520000.0,0.0091607662983664
2015-12-11,4933.47021484375,2084950000.0,0.0099898099664884
2015-12-12,4933.47021484375,2084950000.0,0.0099898099664884
2015-12-13,4933.47021484375,2084950000.0,0.0099898099664884
2015-12-14,4952.22998046875,2216060000.0,0.0100081806384241
2015-12-15,4995.35986328125,2054710000.0,0.00976119200617
2015-12-16,5071.1298828125,2036610000.0,0.0101592950965458
